tweet_text,compound_pos_ratio,compound_neu_ratio,compound_neg_ratio,compound_mean,max_compound_score,min_compound_score,median_compound_score,var,avg_pos_score,avg_neu_score,avg_neg_score,reaction_tweet_amount,tweet_type
#sydneysiege prayers to those who are held hostage. Family &amp; friends! 💛❤️💚 http://t.co/fBs68RehUk,0.700,0.300,0.000,0.26033,0.4404,0.0,0.3291,0.0313981301,0.174,0.791,0.035,10,non-rumours
"To Americans saying the #sydneysiege wouldn't be happening if citizens had gun rights... You're right, it'd probably be a massacre instead.",0.347,0.286,0.367,0.3650387755102042,0.8374,-0.9332,0.4019,0.08802909421074549,0.125,0.750,0.125,49,non-rumours
#illridewithyou reflects the true #aussiespirit during the undesirable actions of the few! Stand tall in the face of adversity! #SydneySiege,0.286,0.714,0.000,0.16537142857142856,0.7964,0.0,0.0,0.08189777632653061,0.155,0.845,0.000,7,non-rumours
This Facebook post about Australia &amp; #sydneysiege is absolutely worth reading #illridewithyou http://t.co/FIC5S8vLir http://t.co/oXeiRhyje7,0.279,0.349,0.372,0.3132767441860465,0.8668,-0.9545,0.2263,0.09535037434288808,0.162,0.733,0.105,43,non-rumours
"""If you use public transport, wear religious attire and don't feel safe"" - search the hashtag #illridewithyou Get involved Sydney",0.706,0.294,0.000,0.46932941176470594,0.9612,0.0,0.6249,0.11082667501730105,0.338,0.650,0.012,17,non-rumours
Dozens of emergency vehicles waiting on Elizabeth St. Let's hope none need to be used #sydneysiege  http://t.co/Kq1it6sH6k (@braceyjames),0.455,0.364,0.182,0.26046363636363634,0.8519,-0.5859,0.1053,0.10250841867768595,0.182,0.700,0.118,11,non-rumours
Praying for the hostages and family's in Sydney :(,0.091,0.455,0.455,0.2596454545454545,0.6908,-0.7184,0.1531,0.07885748611570247,0.047,0.750,0.202,11,non-rumours
Thoughts &amp; prayers to all those who have been affected by the #SydneySiege today. Sad to see this sort of terror ... http://t.co/96GtrSd6De,0.667,0.167,0.167,0.4765277777777777,0.9195,-0.5423,0.5641,0.0602452053395062,0.464,0.469,0.067,18,non-rumours
"No matter how much you try to bring us down, one thing about Australian's is we ALWAYS stand together! 👍 #SydneySiege http://t.co/vYQe6Xe90m",0.875,0.125,0.000,0.46,0.9509,0.0146,0.4508,0.0976138575,0.315,0.622,0.064,8,non-rumours
#sydneysiege Australians rally against Islamophobia with #illridewithyou hashtag http://t.co/FhzSoccp22 http://t.co/wVQmT5b8dt,0.333,0.167,0.500,0.39686250000000006,0.8676,-0.765,0.3506,0.08166415401041667,0.200,0.698,0.102,24,non-rumours
#illridewithyou: hashtag offers solidarity with Sydney's Muslims after cafe siege http://t.co/MxaWk6rqq5 #sydneysiege,0.444,0.148,0.407,0.4183259259259259,0.7184,-0.9231,0.3462,0.07186955525377228,0.125,0.738,0.137,27,non-rumours
An updated map of the Sydney exclusion zone around the hostage site at Martin Pl. #sydneysiege http://t.co/aOuG4dmrHb http://t.co/NhxD3CXt73,0.438,0.188,0.375,0.43320000000000003,0.7351,-0.8932,0.47345000000000004,0.07748545999999999,0.120,0.781,0.099,16,non-rumours
"Muslim- a follower of the religion of Islam.

Terrorist- a person who engages in inhumane and violent acts.

Not the same #sydneysiege",0.211,0.228,0.561,0.4366789473684211,0.93,-0.9274,0.4588,0.09529808797783931,0.132,0.671,0.197,57,non-rumours
Saying every Muslim is a terrorist is like saying every Christian is a member of the Klu Klux Klan.Completely untrue and unfair #sydneysiege,0.261,0.261,0.478,0.4510608695652173,0.8088,-0.8847,0.5423,0.09042289629489601,0.121,0.733,0.147,23,non-rumours
"Australian mosque imams refer to #SydneySiege as a ""criminal act"", NOT as a terrorist act. Refuse to renounce JIHAD. https://t.co/Wt8CtS18Zf",0.325,0.200,0.475,0.41933250000000005,0.7845,-0.8779,0.4404,0.08208471469374999,0.124,0.729,0.148,40,non-rumours
"As people attempt to sleep tonight our thoughts are with those involved in the #SydneySiege. 

Praying we wake up to good news tomorrow. ❤️",0.500,0.000,0.500,0.5640000000000001,0.7845,-0.743,0.5600499999999999,0.03138275666666667,0.246,0.529,0.225,6,non-rumours
"90,000+ Tweets for #illridewithyou, 1,100 per minute. Trending number 1, globally. #SydneySiege http://t.co/NGeyUifhd8",0.667,0.250,0.083,0.36673333333333336,0.7783,-0.5423,0.45175,0.07509257388888889,0.325,0.653,0.022,12,non-rumours
"Outrage as bystanders take selfies at #SydneySiege (via @MarkDiStef)
http://t.co/5zmQFPsqnm http://t.co/iMwk3v6rtu",0.000,0.176,0.824,0.4438352941176471,0.0,-0.7804,0.5106,0.06447069522491351,0.035,0.708,0.258,17,non-rumours
Religious leaders meet at Lakemba mosque in Sydney to pray for hostages  #sydneysiege http://t.co/rOWfHfNmkf,0.333,0.292,0.375,0.35805833333333337,0.9698,-0.802,0.3291,0.08967627993055559,0.133,0.738,0.129,24,non-rumours
Outrage as bystanders take selfies at Sydney siege http://t.co/SrLF9lRln7 http://t.co/C6dWNCuPJp,0.227,0.295,0.477,0.31965,0.765,-0.765,0.3715,0.06772850613636362,0.097,0.673,0.230,44,non-rumours
Again irreligious extremists hold innocent people hostage and hijack Islam. Our prayers with the hostages #Sydneysiege #ThisIsNotIslam,0.338,0.310,0.352,0.3166830985915492,0.926,-0.8779,0.2732,0.08486098985518747,0.109,0.765,0.126,71,non-rumours
"Sydney residents urged: ""Go about your normal business"" http://t.co/3shTK9yYOh #sydneysiege http://t.co/IR8PgFUG68",0.400,0.000,0.600,0.41753999999999997,0.4767,-0.743,0.4404,0.040252278399999994,0.108,0.762,0.130,5,non-rumours
Now I've sent it all… father has brought his two young girls to pose and take pictures at hostage scene #sydneysiege http://t.co/s5tCMK5SO9,0.100,0.400,0.500,0.27438000000000007,0.4767,-0.802,0.31589999999999996,0.0640542596,0.035,0.774,0.191,20,non-rumours
"3 men have arrived at Queens Square to pray for the safe release of the hostages in Martin Place, Sydney. http://t.co/1cnQCzxYg1",0.611,0.333,0.056,0.37033333333333335,0.872,-0.296,0.3286,0.10522810333333332,0.270,0.701,0.029,18,non-rumours
"The #illridewithyou movement has helped restore my faith in humanity. 

#sydneysiege",0.786,0.214,0.000,0.5351714285714285,0.9287,0.0,0.6395,0.11383786918367346,0.292,0.684,0.023,14,non-rumours
our pray for Banjarnegara landslide and hope everything back to normal. and our thoughts are with Sydney. hope everybody gets out safely,0.125,0.750,0.125,0.11304375,0.3612,-0.5719,0.0,0.0415636762109375,0.038,0.919,0.043,16,non-rumours
I'll say it again: One trained patron in Sydney chocolate shop with a concealed weapon may have prevented this. But that's illegal there.,0.238,0.333,0.429,0.3777809523809524,0.5319,-0.891,0.4767,0.10236341106575966,0.108,0.754,0.138,21,non-rumours
All these people offering a ride with Muslims. Know that whats done was by idiots not Muslims. #sydneysiege http://t.co/24vGN7VE96,0.167,0.444,0.389,0.27579444444444445,0.7783,-0.8537,0.1607,0.09284827719135802,0.074,0.822,0.104,18,non-rumours
"The #sydneysiege has now entered its 14th hour. Police are still doing ""all they can"" | http://t.co/6KGlfakEFG http://t.co/ZIJ0C3Xsx2",0.333,0.556,0.111,0.2202388888888889,0.7003,-0.8436,0.0138,0.0903906812654321,0.095,0.844,0.061,18,non-rumours
The #SydneySiege has entered its 14th hour – WATCH @Channel9 for LIVE updates with @Wendy_Kingston. #9News http://t.co/rdsGSWrgHn,0.667,0.333,0.000,0.2707,0.5859,0.0,0.3182,0.04460565999999999,0.151,0.849,0.000,6,non-rumours
"More than 12 hours on, night falls on Sydney as hostages remain inside cafe. http://t.co/o7GgjYxW0c #sydneysiege http://t.co/sVF99IYEWc",0.286,0.429,0.286,0.21732857142857145,0.8074,-0.4588,0.0772,0.08133978489795916,0.091,0.840,0.069,7,non-rumours
People are actually taking selfies on the site of the #sydneysiege http://t.co/DebSinfhyH http://t.co/ymxhuTDPPq,0.263,0.316,0.421,0.28004736842105266,0.5719,-0.5106,0.4168,0.052726373019390586,0.099,0.646,0.255,19,non-rumours
If u abuse or target a innocent muslim man or woman in response to what's happening in Sydney you are a moron.,0.318,0.240,0.442,0.36686976744186034,0.7902,-0.8779,0.4019,0.07263360614025599,0.146,0.703,0.151,129,non-rumours
"My hometown, #Sydney, just showed the world how to face terrorism and fear. I'm moved to tears. #illridewithyou",0.875,0.125,0.000,0.59305,0.8979,0.0,0.6533,0.0805066675,0.385,0.596,0.020,8,non-rumours
Thousands tweet declaring their solidarity with Muslims. #IllRideWithYou #sydneysiege http://t.co/Lq0VjkWreY http://t.co/GrLMRWCeHe,0.158,0.211,0.632,0.3786578947368421,0.6908,-0.875,0.4215,0.08273103506925208,0.067,0.763,0.170,19,non-rumours
'Sick' people are actually taking selfies at the site of the #sydneysiege http://t.co/DebSinfhyH http://t.co/rHDxHczlWc,0.276,0.345,0.379,0.3593344827586207,0.8038,-0.7579,0.5106,0.08427967191438764,0.146,0.624,0.230,29,non-rumours
"""Sydney Siege: Australians Rally Against Islamophobia With #illridewithyou Hashtag""
http://t.co/kXBVRxOFID",0.250,0.125,0.625,0.5285125,0.6369,-0.8494,0.5292,0.06930177609375,0.268,0.521,0.211,8,non-rumours
The moment when one of the Sydney hostages ran out of the cafe. #sydneysiege http://t.co/v8J5eYn06p,0.400,0.200,0.400,0.4459700000000001,0.9169,-0.7717,0.4853,0.08237400610000001,0.243,0.652,0.105,10,non-rumours
"Those News Channels &amp; Anchors who didn't cover Assam riots citing 'Tyranny of Distance', are doing minute-by-minute coverage of #sydneysiege",0.167,0.556,0.278,0.21406666666666666,0.4703,-0.7717,0.0,0.07761674888888888,0.060,0.853,0.087,18,non-rumours
I condemn the Sydney cafe siege of innocent civilians ... such terrorism and negativity has no place in 21st century civilization.,0.231,0.231,0.538,0.5015923076923078,0.694,-0.9217,0.5994,0.09760529301775148,0.128,0.635,0.238,13,non-rumours
Can't believe what's happening in Sydney... Just hoping that no one gets hurt.,0.185,0.259,0.556,0.39935925925925936,0.9087,-0.7845,0.4404,0.07992006463648833,0.117,0.589,0.293,27,non-rumours
The #SydneySiege has been going on for over 13 hours. It is now 11:05pm local time in Sydney.,0.538,0.154,0.308,0.5055461538461538,0.743,-0.7269,0.5719,0.05742159017751479,0.269,0.594,0.138,13,non-rumours
Thousands tweet declaring their solidarity with Muslims.. #IllRideWithYou #sydneysiege http://t.co/Lq0VjkWreY http://t.co/QJkzmNP26n,0.209,0.279,0.512,0.45080465116279067,0.8602,-0.946,0.5423,0.10648742881557603,0.079,0.738,0.183,43,non-rumours
'I'll ride with you' http://t.co/llZnuCAzg5 Australia unites during #SydneySiege http://t.co/WIU22VPgkz,0.269,0.346,0.385,0.3250820512820512,0.9153,-0.9273,0.28459999999999996,0.09812006890861283,0.124,0.758,0.118,78,non-rumours
#illridewithyou: How Australians are responding to the #sydneysiege http://t.co/QHPppa6G33 http://t.co/ktqvCVTsSY,0.286,0.429,0.286,0.24879999999999997,0.4767,-0.6124,0.28315,0.053275305714285716,0.147,0.757,0.096,14,non-rumours
11:11 - My wish is that this hostage situation in Sydney ends without anyone getting hurt !!,0.562,0.375,0.062,0.32258125000000004,0.88,-0.4927,0.2732,0.09029645777343749,0.335,0.606,0.059,16,non-rumours
Tonight pray for the hostages and their families in #sydneysiege and pray too for the police on whose courage and wisdom so much depends.,0.364,0.182,0.455,0.46656363636363635,0.8885,-0.855,0.4497,0.08995375867768594,0.151,0.722,0.127,11,non-rumours
Why a hostage situation is neither the time nor place for selfies #sydneysiege http://t.co/AYGnzNVxOX http://t.co/yhHldK5Wne,0.167,0.333,0.500,0.42882777777777775,0.8519,-0.8555,0.48355,0.11738854867283949,0.105,0.681,0.214,18,non-rumours
"White ppl, stop paralysis of analysis. All these flags say same thing: ISIS=Saudi=Taliban=Al-Nusra= #SydneySiege flag http://t.co/MIaBENonWu",0.263,0.316,0.421,0.2964894736842105,0.6808,-0.7351,0.296,0.06254331146814406,0.104,0.792,0.104,19,non-rumours
Australia's reaction to the #sydneysiege is magnificent #illridewithyou http://t.co/4REoJBzPxD http://t.co/FLkzYFxTc3,0.778,0.167,0.056,0.48620555555555556,0.9022,-0.6249,0.59215,0.09908368052469135,0.234,0.751,0.015,18,non-rumours
It's a shame that Australians gave up all their guns on orders of the government. Now only ISIS lunatics are armed. #sydneysiege,0.200,0.400,0.400,0.40809999999999996,0.7931,-0.886,0.5267,0.12438245200000002,0.107,0.755,0.138,15,non-rumours
i cant sleep knowing just 15 minutes away innocent people have been hostages for almost 14 hours please pray for the hostages and for sydney,0.222,0.333,0.444,0.35902222222222224,0.8625,-0.7506,0.2263,0.11470067283950619,0.192,0.665,0.143,9,non-rumours
"As we lay down our head in the safety of our homes tonight,countless hostages face an uncertain night. Our thoughts are with U #sydneysiege",0.294,0.412,0.294,0.2761470588235294,0.7739,-0.7378,0.296,0.07099546131487891,0.148,0.732,0.120,34,non-rumours
"#SydneySiege gunman appears to be using ""the wrong flag"" says @FrankRGardner http://t.co/a4HdKmum1o http://t.co/2Km3bj7ffT",0.500,0.308,0.192,0.26291923076923085,0.7717,-0.7579,0.15295,0.06492323386094676,0.143,0.784,0.073,26,non-rumours
Praying for the people kept hostage in Lindt cafe Sydney 🙏,0.312,0.250,0.438,0.44665625000000003,0.8402,-0.8176,0.5778,0.10390622621093751,0.177,0.643,0.181,16,non-rumours
"Very little movement at the Lindt Cafe. One person, we believe to be the gunman, walking toward back office. He is carrying an iPad",0.500,0.441,0.059,0.22436470588235297,0.875,-0.7184,0.17770000000000002,0.06323359816608998,0.132,0.837,0.032,34,non-rumours
"“@anggerwitasari: Thanks for protecting my sisters #illridewithyou ” big love and prayers for australia #sydneysiege
http://t.co/hghTlRYkhW",0.385,0.308,0.308,0.4600307692307692,0.9246,-0.9557,0.5267,0.1337506113609467,0.208,0.681,0.111,13,non-rumours
"Page one of Tuesday's Sydney Morning Herald, first edition. #sydneysiege http://t.co/qpw9Jtvvtb",0.356,0.356,0.289,0.2800377777777778,0.743,-0.7351,0.3182,0.06202431035061729,0.173,0.723,0.104,45,non-rumours
"Narendra Modi tweets about Sydney Siege! Not a word about Manipur Blast! If only Manipur was not in India, he would have showed concern",0.417,0.250,0.333,0.3740208333333333,0.7351,-0.9153,0.47495,0.07993711164930556,0.098,0.793,0.110,24,non-rumours
"Australians say ""i'll ride with you,"" showing solidarity with Muslims amid the Sydney siege http://t.co/7XDd3YbIO4 http://t.co/J0mJHR3DE5",0.438,0.125,0.438,0.4690125,0.8658,-0.7964,0.5017,0.06138892484375001,0.134,0.721,0.145,32,non-rumours
There's anger after people start taking selfies outside the #sydneysiege cafe. http://t.co/6BcdtB1GH1 http://t.co/7N5547eoAY,0.242,0.364,0.394,0.30739393939393944,0.8519,-0.8481,0.3182,0.08275660178145089,0.146,0.718,0.136,33,non-rumours
you don't realise what a privilege it is to be sleeping comfortably in your own bed until such horrific things are happening #sydneysiege,0.000,1.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,1.000,0.000,1,non-rumours
"It's nearing midnight in Sydney, where police are preparing to negotiate through the night http://t.co/6M27mSDm68 #SydneySiege",0.444,0.222,0.333,0.4331777777777778,0.7269,-0.9087,0.3612,0.09463683283950616,0.128,0.707,0.165,9,non-rumours
From this Muslim: The Australians tweeting #illridewithyou are my brothers and sisters. The gunman and his sympathizers are my enemies.,0.353,0.235,0.412,0.3653588235294118,0.7351,-0.5719,0.4767,0.055193689480968866,0.107,0.784,0.110,17,non-rumours
Sending love to Sydney. #illridewithyou #sydneysiege http://t.co/CFDtYzehDp,0.200,0.200,0.600,0.34707999999999994,0.4019,-0.6908,0.4019,0.05425661359999999,0.129,0.719,0.153,5,non-rumours
"Dear Media, You might want to know that Imphal has more Indians than Sydney and there has been a terror attack there too.",0.278,0.556,0.167,0.19396111111111114,0.7178,-0.4767,0.0138,0.0643066412654321,0.079,0.866,0.055,18,non-rumours
"Yes, people are taking selfies as dozens are held hostage at a Sydney cafe nearby http://t.co/bWLn2Yn8IE",0.120,0.360,0.520,0.340244,0.7603,-0.8374,0.4404,0.086340265664,0.089,0.631,0.280,25,non-rumours
I applaud how the Australian police have dealt with #sydneysiege so far. Patience. Communication. No bullets fired. US Police - take note.,0.400,0.240,0.360,0.380688,0.743,-0.8573,0.4019,0.09102351865599997,0.133,0.718,0.149,25,non-rumours
"Our thoughts are with everyone in Sydney.
Please don't share any videos or demands from the people involved, the police have requested this.",1.000,0.000,0.000,0.4019,0.4019,0.4019,0.4019,0.0,0.231,0.769,0.000,1,non-rumours
The #sydneysiege just entered its 14th hour. Love &amp; prayers to the hostages and their families. Stay Strong.,0.750,0.200,0.050,0.5872900000000001,0.9703,-0.6808,0.6588499999999999,0.10687660389999998,0.329,0.645,0.026,20,non-rumours
Australia's reaction to the #sydneysiege is magnificent http://t.co/Lq0VjkWreY #illridewithyou http://t.co/p50KHIf47N,0.500,0.167,0.333,0.44225000000000003,0.6369,-0.7717,0.4215,0.05741670583333334,0.353,0.570,0.077,6,non-rumours
Too bad you can't take selfies of your character. 😐 #sydneysiege #selfie http://t.co/dcrpAPkbf3,0.286,0.286,0.429,0.3575285714285714,0.5994,-0.6249,0.4215,0.05777868489795919,0.132,0.727,0.141,7,non-rumours
Our thoughts are with the people of Sydney tonight. Let's hope we all wake up to a good news story tomorrow ❤️ http://t.co/mOVpLscH4w,0.286,0.429,0.286,0.30325714285714284,0.7003,-0.5356,0.25,0.0859535424489796,0.198,0.732,0.070,7,non-rumours
#IllRideWithYou shows support for Australian Muslims as #SydneySiege drags on http://t.co/Wa8LrAqJcu http://t.co/0YTlPrY8mh,0.333,0.133,0.533,0.4314133333333333,0.9227,-0.701,0.4767,0.0798398144888889,0.136,0.738,0.126,15,non-rumours
Gunman in #sydneysiege switches off the lights http://t.co/5jtd36wFOU http://t.co/a4MjlUrME7,0.294,0.235,0.471,0.3301529411764706,0.5709,-0.9087,0.3612,0.07966486955017299,0.146,0.669,0.185,17,non-rumours
